merchant_id,sector,tenure_months,credit_score,num_products,has_working_capital_loan,has_pos_machine,estimated_annual_turnover,account_balance,txn_count_90d,txn_count_30d,txn_velocity_drop_pct,avg_ticket_size_90d,ticket_size_variance_pct,balance_drop_pct,wc_utilization_pct,pos_txn_monthly,complaints_12m,days_since_last_txn,satisfaction_score,cashback_utilization,churn,risk_tier,sector_encoded,churn_probability
MRC04356,Small Mfg,4,681,1,1,0,1081565.9,152996.79,36,11,8.33,7459.08,13.02,2.11,68.16,0,0,5,5,0.328,0,Low,4,0.00016729615
MRC04357,Retail Trader,91,651,2,1,1,208819.96,14727.59,55,16,12.73,944.89,19.13,9.25,56.03,25,0,4,5,0.996,0,Low,3,6.870526e-05
MRC04358,Small Mfg,52,648,2,0,0,186335.96,26994.31,41,6,56.1,1129.31,64.15,57.08,0.0,0,3,68,2,0.08,1,High,4,0.99986386
MRC04359,Agri-Allied,119,573,1,1,0,4467747.85,653530.1,43,15,-4.65,25825.13,16.07,7.62,48.93,0,0,13,5,0.431,0,Low,0,8.9062494e-05
MRC04360,Retail Trader,89,690,4,0,0,6390963.73,284080.82,43,15,-4.65,36941.99,12.59,-9.73,0.0,0,0,11,5,0.444,0,Low,3,0.0001842469
MRC04361,Retail Trader,31,646,1,1,1,358442.52,45895.47,45,3,80.0,1980.35,60.9,56.78,99.24,8,4,69,2,0.164,1,High,3,0.99935824
MRC04362,Small Mfg,75,609,2,1,0,2625614.84,118532.68,41,3,78.05,15912.82,42.84,46.51,77.17,0,2,81,3,0.132,1,High,4,0.9998641
MRC04363,Food & Beverages,112,738,1,1,0,1118219.82,55281.75,51,9,47.06,5454.73,35.92,52.21,92.36,0,4,37,1,0.075,1,High,2,0.9999206
MRC04364,Agri-Allied,84,549,2,0,0,133706.51,4136.4,46,14,8.7,722.74,7.62,-7.6,0.0,0,0,4,5,0.607,0,Low,0,0.0001659663
MRC04365,Retail Trader,36,616,1,1,1,239483.96,9663.13,40,13,2.5,1487.48,24.84,10.17,53.32,27,0,8,4,0.596,0,Low,3,5.6109897e-05
MRC04366,Small Mfg,54,732,1,1,1,4691766.67,479444.44,40,13,2.5,29141.41,6.03,-1.47,71.55,25,0,13,4,0.321,0,Low,4,9.556343e-05
MRC04367,Retail Trader,54,675,3,1,0,131642.6,10321.16,51,17,0.0,642.16,6.42,9.39,49.52,0,0,9,4,0.368,0,Low,3,0.00017517757
MRC04368,Textile & Apparel,119,646,1,0,0,11264865.65,1383581.79,43,12,16.28,65114.83,6.51,13.29,0.0,0,0,7,4,0.713,0,Low,6,5.7796206e-05
MRC04369,Retail Trader,17,670,2,1,1,367458.4,23208.52,41,15,-9.76,2227.02,22.41,-2.17,39.14,33,0,9,4,0.357,0,Low,3,6.251227e-05
MRC04370,Retail Trader,109,664,2,1,1,4862084.86,709481.23,33,9,18.18,36557.03,19.57,1.34,63.92,43,0,10,5,0.681,0,Low,3,0.000108455344
MRC04371,Retail Trader,75,528,4,1,0,505510.18,13387.64,36,10,16.67,3486.28,24.46,-7.81,43.69,0,1,10,4,0.419,0,Low,3,0.00014170358
MRC04372,Textile & Apparel,30,622,2,1,1,1904793.78,53680.28,45,13,13.33,10523.72,6.33,-2.63,74.57,28,1,6,5,0.855,0,Low,6,6.170848e-05
MRC04373,Retail Trader,99,779,1,1,1,3890467.03,432537.21,38,14,-10.53,25427.89,18.83,3.66,37.5,23,1,11,5,0.649,0,Low,3,0.00013070622
MRC04374,Textile & Apparel,105,597,1,0,1,3866826.03,523491.12,40,11,17.5,24017.55,15.67,-5.5,0.0,30,0,9,4,0.786,0,Low,6,9.671331e-05
MRC04375,Agri-Allied,102,624,3,1,1,361769.07,44647.74,47,17,-8.51,1914.12,17.78,3.43,54.27,25,2,2,4,0.826,0,Low,0,0.00042536462
MRC04376,Agri-Allied,22,606,3,1,0,260702.26,21814.58,52,15,13.46,1247.38,15.26,-2.18,33.09,0,0,1,5,0.434,0,Low,0,6.340877e-05
MRC04377,Textile & Apparel,117,643,1,0,0,661685.46,36428.02,49,14,14.29,3358.81,18.51,14.75,0.0,0,0,13,5,0.76,0,Low,6,6.60257e-05
MRC04378,Food & Beverages,43,603,2,1,1,153188.5,3331.65,38,13,-2.63,1001.23,23.14,-0.61,50.32,30,0,5,5,0.767,0,Low,2,0.00012048122
MRC04379,Retail Trader,112,688,2,0,1,972005.76,83814.78,44,4,72.73,5491.56,63.32,23.86,0.0,6,3,47,3,0.198,1,High,3,0.999405
MRC04380,Agri-Allied,115,665,4,0,0,272404.68,22291.61,43,15,-4.65,1574.59,22.93,1.82,0.0,0,1,6,3,0.628,0,Low,0,9.9938996e-05
MRC04381,Retail Trader,27,711,3,1,1,2674443.1,173175.45,44,13,11.36,15109.85,20.64,-1.65,45.52,36,0,1,5,0.79,0,Low,3,0.0001100778
MRC04382,Retail Trader,37,565,4,1,1,368009.89,35015.94,51,18,-5.88,1795.17,22.3,-0.75,36.51,24,0,10,5,0.433,0,Low,3,5.730884e-05
MRC04383,Agri-Allied,46,622,3,1,0,90155.32,10344.95,48,13,18.75,467.13,18.19,-0.74,31.68,0,0,12,4,0.666,0,Low,0,4.618871e-05
MRC04384,Agri-Allied,113,631,3,1,1,3918022.94,435352.96,46,14,8.7,21178.5,15.37,12.03,43.92,21,0,12,4,0.593,0,Low,0,5.6633384e-05
MRC04385,Tech Services,35,686,1,1,0,908946.58,49285.69,45,5,66.67,5021.8,69.81,47.93,82.72,0,2,30,1,0.005,1,High,5,0.999902
MRC04386,Agri-Allied,4,586,3,1,0,755369.16,72583.03,53,15,15.09,3546.33,21.7,-3.68,41.07,0,0,0,5,0.886,0,Low,0,0.00011691633
MRC04387,Construction,80,723,2,1,0,2712208.33,106700.13,45,15,0.0,14984.58,9.84,9.81,56.94,0,0,4,4,0.745,0,Low,1,0.00016494728
MRC04388,Retail Trader,80,744,4,1,1,2075871.87,74333.32,42,14,0.0,12283.27,5.73,1.09,74.51,36,0,1,3,0.943,0,Low,3,0.00021783522
MRC04389,Retail Trader,85,570,2,1,1,292370.1,35716.3,42,16,-14.29,1730.0,15.38,-6.37,45.46,34,0,0,5,0.625,0,Low,3,7.046643e-05
MRC04390,Retail Trader,26,610,1,0,1,425177.53,46849.02,48,16,0.0,2202.99,17.65,14.96,0.0,33,1,3,5,0.937,0,Low,3,2.6865313e-05
MRC04391,Retail Trader,100,607,2,1,1,191847.05,22989.18,42,13,7.14,1135.19,18.24,-9.32,56.98,27,0,5,3,0.632,0,Low,3,7.1583134e-05
MRC04392,Agri-Allied,19,860,2,1,1,125826.28,5010.41,50,18,-8.0,626.0,18.39,7.73,56.74,21,1,5,4,0.726,0,Low,0,0.00017260546
MRC04393,Small Mfg,81,615,1,1,1,1460531.61,202868.45,46,14,8.7,7894.77,18.07,11.19,72.9,24,1,8,4,0.391,0,Low,4,6.181013e-05
MRC04394,Retail Trader,45,784,1,1,1,1167787.13,43563.73,46,15,2.17,6312.36,21.16,-1.15,65.37,26,0,5,4,0.615,0,Low,3,0.00010743047
MRC04395,Construction,26,548,2,0,1,1817541.01,241923.44,49,6,63.27,9226.1,56.5,57.99,0.0,9,2,81,2,0.073,1,High,1,0.999703
MRC04396,Food & Beverages,22,570,1,1,1,3395380.98,223447.67,55,17,7.27,15363.71,21.26,0.91,31.26,31,0,5,4,0.556,0,Low,2,9.744101e-05
MRC04397,Textile & Apparel,119,595,1,0,1,1847547.71,62274.24,47,15,4.26,9775.38,14.21,2.06,0.0,27,0,7,3,0.899,0,Low,6,9.671331e-05
MRC04398,Retail Trader,58,582,1,0,1,2055750.14,117753.3,44,15,-2.27,11614.41,6.26,14.99,0.0,33,0,12,5,0.374,0,Low,3,0.00011375115
MRC04399,Retail Trader,63,628,3,1,0,60261.37,2626.69,53,15,15.09,282.92,17.79,-9.51,49.78,0,0,2,5,0.949,0,Low,3,9.399806e-05
MRC04400,Retail Trader,28,593,2,1,0,504648.64,42283.03,47,17,-8.51,2670.1,9.2,6.4,66.32,0,0,1,4,0.491,0,Low,3,0.000106771935
MRC04401,Retail Trader,65,584,1,1,1,2320960.79,332981.04,41,15,-9.76,14066.43,22.19,10.11,58.63,34,1,3,4,0.385,0,Low,3,0.000102540405
MRC04402,Agri-Allied,44,742,2,0,1,179539.32,11243.34,38,11,13.16,1173.46,19.43,5.45,0.0,36,0,13,3,0.854,0,Low,0,0.00013963421
MRC04403,Retail Trader,100,747,2,1,1,814236.11,81075.82,52,18,-3.85,3895.87,20.32,5.75,65.73,35,0,13,4,0.862,0,Low,3,0.000162484
MRC04404,Textile & Apparel,43,725,1,1,1,1360492.51,184923.19,40,12,10.0,8450.26,10.73,11.88,69.31,39,0,13,4,0.613,0,Low,6,8.0526814e-05
MRC04405,Construction,37,691,1,0,0,1240995.2,126469.34,49,16,2.04,6299.47,17.66,4.13,0.0,0,0,0,4,0.316,0,Low,1,0.000103725055
MRC04406,Small Mfg,66,657,2,0,1,1135468.13,76173.89,41,3,78.05,6881.63,43.7,48.9,0.0,6,0,19,2,0.028,1,High,4,0.99960846
MRC04407,Construction,17,610,2,0,1,1496583.29,222705.19,50,16,4.0,7445.69,10.37,-4.75,0.0,36,0,5,4,0.423,0,Low,1,5.1951767e-05
MRC04408,Retail Trader,40,573,2,1,1,906088.87,40197.52,27,7,22.22,8312.74,21.24,2.9,60.37,32,1,12,5,0.568,0,Medium,3,9.518827e-05
MRC04409,Textile & Apparel,38,679,1,1,1,126056.58,11095.91,55,18,1.82,570.39,16.0,-9.16,66.43,30,1,6,3,0.465,0,Low,6,8.1268234e-05
MRC04410,Agri-Allied,85,556,1,1,1,1340223.09,165613.67,44,16,-9.09,7571.88,8.82,10.09,43.51,34,0,4,3,0.947,0,Low,0,9.806742e-05
MRC04411,Retail Trader,61,570,4,1,1,1026531.16,20617.21,45,13,13.33,5671.44,11.1,9.43,37.52,22,0,12,4,0.489,0,Low,3,0.00012273355
MRC04412,Retail Trader,9,742,1,1,1,128066.11,14249.35,47,7,55.32,677.6,60.32,48.84,96.51,3,2,37,1,0.144,1,High,3,0.9998714
MRC04413,Small Mfg,77,802,2,1,1,3819699.27,208726.92,31,11,-6.45,30557.59,11.25,-0.1,66.49,37,1,4,5,0.539,0,Low,4,0.00015159108
MRC04414,Small Mfg,75,681,1,1,1,1384161.69,58224.03,49,15,8.16,7026.2,8.76,-0.75,54.62,25,0,0,4,0.525,0,Low,4,9.547289e-05
MRC04415,Textile & Apparel,61,738,1,1,1,139188.17,7745.16,56,17,8.93,618.61,12.42,-4.97,54.14,39,1,0,5,0.767,0,Low,6,0.0001532748
MRC04416,Agri-Allied,80,630,1,1,1,273574.65,39856.03,48,6,62.5,1417.49,46.72,59.55,84.26,6,1,83,3,0.177,1,High,0,0.99936014
MRC04417,Textile & Apparel,16,542,1,1,1,370695.98,50396.71,52,4,76.92,1773.66,56.58,51.24,78.22,4,5,65,3,0.089,1,High,6,0.99984837
MRC04418,Retail Trader,2,698,1,0,1,370379.66,17699.73,49,7,57.14,1880.1,59.72,16.79,0.0,4,1,71,1,0.124,1,High,3,0.9974189
MRC04419,Textile & Apparel,106,695,1,0,1,1036811.01,36509.72,44,14,4.55,5857.69,11.0,9.66,0.0,30,0,8,5,0.59,0,Low,6,0.00010561079
MRC04420,Retail Trader,108,655,2,1,0,226019.8,15220.14,40,12,10.0,1403.85,5.04,7.35,56.82,0,0,12,3,0.543,0,Low,3,9.798104e-05
MRC04421,Retail Trader,72,630,2,0,1,2824280.21,273965.75,47,15,4.26,14943.28,9.51,2.85,0.0,30,0,13,4,0.897,0,Low,3,4.990506e-05
MRC04422,Construction,43,726,1,1,0,2558582.98,339597.65,43,13,9.3,14789.5,13.37,13.72,50.49,0,0,0,5,0.885,0,Low,1,0.000109212735
MRC04423,Small Mfg,42,571,3,1,1,1533680.21,223291.13,47,16,-2.13,8114.71,14.23,-5.07,38.42,31,0,12,5,0.793,0,Low,4,7.625757e-05
MRC04424,Small Mfg,77,588,1,0,1,769187.57,90494.87,61,22,-8.2,3139.54,10.33,6.0,0.0,21,0,4,4,0.688,0,Low,4,0.00011110728
MRC04425,Textile & Apparel,57,569,1,1,0,2246619.09,219878.72,37,13,-5.41,15077.98,8.01,-7.8,61.71,0,0,7,4,0.947,0,Low,6,0.00010464601
MRC04426,Textile & Apparel,81,656,2,1,0,523798.7,20167.91,54,15,16.67,2413.82,16.26,6.83,35.63,0,0,7,4,0.461,0,Low,6,6.2185376e-05
MRC04427,Retail Trader,103,562,2,0,1,305777.61,9058.26,61,17,16.39,1248.07,13.18,8.13,0.0,32,1,10,3,0.714,0,Low,3,0.00015870914
MRC04428,Retail Trader,88,595,2,1,1,3042321.93,296576.17,53,17,3.77,14283.2,13.53,9.57,31.1,32,0,0,4,0.767,0,Low,3,0.00010834123
MRC04429,Retail Trader,67,593,1,1,1,1067736.25,96179.9,44,7,52.27,6032.41,55.91,37.03,82.74,4,2,62,2,0.138,1,High,3,0.9999373
MRC04430,Food & Beverages,30,629,3,0,1,320978.95,41724.52,53,16,9.43,1506.94,16.23,-6.93,0.0,35,2,3,4,0.359,0,Low,2,0.0005148413
MRC04431,Small Mfg,116,531,2,0,0,441842.68,27367.19,38,14,-10.53,2887.86,12.77,-8.89,0.0,0,0,8,3,0.964,0,Low,4,0.000118297394
MRC04432,Agri-Allied,13,656,1,0,0,301427.99,7583.87,46,13,15.22,1629.34,10.08,7.86,0.0,0,0,12,4,0.541,0,Low,0,3.7834478e-05
MRC04433,Agri-Allied,19,749,1,0,1,8257313.34,619976.22,44,12,18.18,46651.49,13.57,9.96,0.0,24,0,2,5,0.729,0,Low,0,0.000115919676
MRC04434,Tech Services,7,660,3,0,0,733012.57,107015.22,44,16,-9.09,4141.31,22.24,-9.18,0.0,0,0,10,4,0.58,0,Low,5,0.00015054703
MRC04435,Retail Trader,9,773,2,1,1,881451.78,108792.95,43,12,16.28,5095.1,24.3,-6.25,73.01,20,0,4,5,0.64,0,Low,3,0.00018104122
MRC04436,Textile & Apparel,83,756,1,0,1,1733170.34,42272.69,39,3,76.92,11039.3,40.46,46.47,0.0,1,1,70,1,0.042,1,High,6,0.9998234
MRC04437,Textile & Apparel,109,712,1,1,1,169662.56,22685.29,39,12,7.69,1080.65,9.18,14.2,35.85,31,0,1,4,0.725,0,Low,6,0.00013424069
MRC04438,Food & Beverages,54,655,1,0,0,2719222.96,221126.21,40,11,17.5,16889.58,23.29,3.01,0.0,0,0,1,5,0.474,0,Low,2,4.071387e-05
MRC04439,Construction,104,651,2,1,1,351717.88,23712.76,37,12,2.7,2360.52,7.89,-6.17,49.06,29,0,0,5,0.317,0,Low,1,4.4846533e-05
MRC04440,Retail Trader,86,711,3,1,1,6556841.35,426693.93,36,5,58.33,45219.6,38.66,15.36,95.65,3,0,20,2,0.024,1,High,3,0.99533844
MRC04441,Tech Services,82,618,1,1,1,501224.57,48803.61,43,15,-4.65,2897.25,9.08,9.54,59.25,34,0,9,4,0.804,0,Low,5,4.9137856e-05
MRC04442,Food & Beverages,61,499,1,1,1,2533641.15,225438.13,45,14,6.67,13998.02,16.32,3.58,35.07,27,0,2,4,0.721,0,Low,2,9.584799e-05
MRC04443,Retail Trader,87,689,3,0,1,36455.3,3840.99,43,7,51.16,210.72,67.24,46.09,0.0,3,1,40,1,0.09,1,High,3,0.99978596
MRC04444,Textile & Apparel,2,559,2,1,0,178053.67,16839.14,54,16,11.11,820.52,10.74,-2.29,40.12,0,0,8,4,0.849,0,Low,6,0.0001518706
MRC04445,Textile & Apparel,50,573,2,0,1,512815.5,19852.52,48,16,0.0,2657.08,20.36,8.82,0.0,28,0,11,3,0.577,0,Low,6,7.4336436e-05
MRC04446,Construction,114,650,1,0,1,63771.42,3407.99,48,15,6.25,330.42,18.28,-1.86,0.0,43,0,13,3,0.828,0,Low,1,6.4158434e-05
MRC04447,Retail Trader,75,642,2,1,1,1500128.51,194017.39,45,14,6.67,8288.0,24.91,0.81,33.61,29,0,13,5,0.318,0,Low,3,6.431139e-05
MRC04448,Food & Beverages,31,537,2,1,0,1061878.16,112796.53,50,17,-2.0,5282.98,11.24,12.63,62.02,0,0,2,5,0.48,0,Low,2,0.00011812481
MRC04449,Textile & Apparel,33,663,1,0,0,222127.5,17390.82,52,15,13.46,1062.81,21.91,14.62,0.0,0,0,13,5,0.973,0,Low,6,0.00016578582
MRC04450,Food & Beverages,78,727,4,1,1,715580.69,31298.2,41,13,4.88,4336.85,11.05,8.93,63.3,24,1,13,4,0.626,0,Low,2,0.00013112153
MRC04451,Textile & Apparel,80,559,3,1,0,1919878.91,40317.14,45,5,66.67,10607.07,47.64,54.51,90.22,0,2,15,2,0.146,1,High,6,0.9996879
MRC04452,Agri-Allied,11,751,2,1,0,58474.18,3540.34,58,17,12.07,250.96,8.02,-3.92,56.31,0,2,8,3,0.951,0,Low,0,0.0014562537
MRC04453,Food & Beverages,33,525,2,0,1,158231.3,4292.83,43,13,9.3,914.63,15.17,-2.39,0.0,38,1,0,4,0.669,0,Low,2,0.00012490526
MRC04454,Food & Beverages,7,819,2,0,1,487913.81,40348.98,35,12,-2.86,3460.38,21.2,-5.99,0.0,35,0,9,3,0.482,0,Low,2,0.00015343711
MRC04455,Tech Services,31,617,1,1,0,750480.05,95186.53,54,4,77.78,3458.43,34.01,23.43,88.44,0,1,31,2,0.055,1,High,5,0.99234927
MRC04456,Retail Trader,48,661,1,0,1,679876.4,38822.18,51,6,64.71,3316.47,53.48,38.44,0.0,5,1,23,3,0.189,1,High,3,0.9985262
MRC04457,Small Mfg,110,498,2,1,1,2120481.5,276103.74,39,12,7.69,13506.25,19.32,6.5,73.85,40,0,1,5,0.618,0,Low,4,0.00013364844
MRC04458,Retail Trader,47,645,2,1,1,1293229.96,144315.89,53,18,-1.89,6071.5,5.69,5.31,65.06,28,0,3,3,0.802,0,Low,3,3.962517e-05
MRC04459,Textile & Apparel,78,668,3,1,1,1682786.84,61058.41,45,14,6.67,9297.16,7.13,-1.48,61.07,36,0,0,3,0.375,0,Low,6,0.00012245707
MRC04460,Agri-Allied,92,643,1,1,0,137605.91,14282.54,46,16,-4.35,743.82,6.51,-5.08,74.49,0,1,7,5,0.746,0,Low,0,9.730952e-05
MRC04461,Textile & Apparel,53,604,2,1,1,867862.55,34470.09,46,8,47.83,4691.15,58.87,59.13,78.17,6,7,79,1,0.059,1,High,6,0.99990916
MRC04462,Agri-Allied,107,574,2,1,0,504553.41,53040.08,41,13,4.88,3057.9,16.22,-6.73,34.68,0,0,13,5,0.495,0,Low,0,0.00011073549
MRC04463,Construction,80,740,2,1,1,4216374.77,162553.4,49,17,-4.08,21402.92,12.18,-6.34,44.52,34,0,7,3,0.346,0,Low,1,0.0001537794
MRC04464,Retail Trader,19,652,3,0,1,899212.59,63867.9,57,6,68.42,3926.69,36.57,21.42,0.0,7,1,38,3,0.094,1,High,3,0.992653
MRC04465,Small Mfg,81,773,4,1,0,326810.34,30608.16,57,10,47.37,1427.12,50.03,31.52,78.78,0,1,79,2,0.107,1,High,4,0.9998254
MRC04466,Textile & Apparel,90,607,1,1,1,2028894.32,53864.39,36,6,50.0,13992.37,33.09,39.88,85.99,2,2,88,3,0.173,1,High,6,0.99961156
MRC04467,Retail Trader,6,615,1,1,0,1433969.97,57258.54,38,11,13.16,9372.35,6.87,7.17,41.7,0,1,12,3,0.513,0,Low,3,4.391751e-05
MRC04468,Retail Trader,107,715,1,1,0,272141.65,16778.39,57,16,15.79,1188.39,22.13,-0.54,63.13,0,0,4,4,0.63,0,Low,3,0.0002411245
MRC04469,Construction,49,520,2,1,1,480130.09,38459.19,51,14,17.65,2342.1,6.26,6.37,59.68,37,0,4,4,0.585,0,Low,1,7.1588045e-05
MRC04470,Tech Services,73,552,1,1,1,490050.76,64492.32,58,16,17.24,2103.22,17.16,-4.72,70.39,35,2,13,5,0.398,0,Low,5,0.00062466704
MRC04471,Tech Services,50,737,2,1,0,3181786.25,141097.91,42,15,-7.14,18827.14,8.78,2.34,73.21,0,2,2,4,0.703,0,Low,5,0.0013791582
MRC04472,Construction,81,556,1,1,1,930884.28,60666.87,58,20,-3.45,3995.21,6.83,5.38,69.13,22,1,0,4,0.568,0,Low,1,0.00011520758
MRC04473,Retail Trader,95,504,2,0,0,1744779.9,142811.82,59,22,-11.86,7361.94,12.1,8.61,0.0,0,0,12,3,0.617,0,Low,3,0.00011054938
MRC04474,Textile & Apparel,12,799,2,0,0,403557.37,23588.42,32,9,15.62,3128.35,18.34,-8.01,0.0,0,0,11,3,0.469,0,Low,6,0.00024298715
MRC04475,Small Mfg,23,538,2,1,0,1090078.59,110476.42,55,18,1.82,4932.48,7.42,-7.47,46.63,0,1,11,4,0.6,0,Low,4,0.00011579826
MRC04476,Agri-Allied,54,664,2,1,0,3485189.87,185963.86,47,13,17.02,18440.16,14.51,-8.15,70.45,0,1,5,4,0.524,0,Low,0,0.00011189311
MRC04477,Textile & Apparel,118,655,1,1,0,472932.47,56943.7,49,14,14.29,2400.67,13.12,3.66,67.38,0,2,11,4,0.315,0,Low,6,0.0009034429
MRC04478,Textile & Apparel,69,425,1,0,1,837507.72,71749.31,41,5,63.41,5075.8,61.21,45.62,0.0,6,2,42,3,0.012,1,High,6,0.9998683
MRC04479,Small Mfg,107,628,2,0,1,142063.94,4435.18,51,17,0.0,692.99,23.87,-9.72,0.0,29,0,7,4,0.582,0,Low,4,7.562234e-05
MRC04480,Agri-Allied,100,685,2,0,1,291073.27,29546.81,42,12,14.29,1722.33,11.98,6.42,0.0,31,0,0,4,0.688,0,Low,0,7.183087e-05
MRC04481,Retail Trader,59,678,3,1,1,488291.84,45900.24,57,18,5.26,2132.28,24.83,9.08,71.35,29,0,2,5,0.308,0,Low,3,8.241232e-05
MRC04482,Agri-Allied,36,722,3,0,1,204228.11,13074.2,49,14,14.29,1036.69,15.77,-7.08,0.0,37,0,5,4,0.82,0,Low,0,0.000125262
MRC04483,Agri-Allied,3,619,3,0,0,3563908.57,76447.34,53,8,54.72,16731.97,52.86,30.64,0.0,0,0,62,1,0.078,1,High,0,0.9991518
MRC04484,Agri-Allied,58,707,1,1,0,266836.55,12298.82,44,3,79.55,1507.55,46.44,16.21,98.53,0,1,42,3,0.014,1,High,0,0.9991487
MRC04485,Retail Trader,88,594,2,1,0,1875073.3,136397.03,40,4,70.0,11646.42,49.06,36.01,83.82,0,3,80,2,0.068,1,High,3,0.99991786
MRC04486,Food & Beverages,55,537,1,0,1,912737.39,41975.72,48,16,0.0,4729.21,6.69,-2.38,0.0,37,1,4,5,0.915,0,Low,2,7.060021e-05
MRC04487,Retail Trader,57,546,1,1,0,756927.18,71963.98,45,15,0.0,4181.92,16.48,8.56,54.09,0,1,6,3,0.876,0,Low,3,0.00010746397
MRC04488,Textile & Apparel,17,533,1,1,1,4340049.77,488699.31,46,14,8.7,23459.73,23.6,12.18,67.09,26,1,8,4,0.766,0,Low,6,0.00010554172
MRC04489,Food & Beverages,39,730,1,1,1,48401.19,6354.22,41,13,4.88,293.34,6.42,-2.27,41.97,30,0,10,5,0.755,0,Low,2,8.7885324e-05
MRC04490,Agri-Allied,90,528,1,1,1,576398.26,60007.52,54,17,5.56,2656.21,18.78,7.11,46.34,31,0,0,3,0.827,0,Low,0,8.907159e-05
MRC04491,Retail Trader,68,671,2,1,1,199494.83,21858.89,33,10,9.09,1499.96,16.27,-7.66,55.07,36,0,5,5,0.9,0,Low,3,0.0001319769
MRC04492,Small Mfg,55,628,4,0,0,69306.61,6868.11,55,19,-3.64,313.6,18.05,-8.53,0.0,0,1,7,3,0.782,0,Low,4,7.028845e-05
MRC04493,Agri-Allied,45,641,1,0,0,173914.99,25759.1,48,14,12.5,901.11,9.31,4.66,0.0,0,1,6,4,0.901,0,Low,0,5.738765e-05
MRC04494,Food & Beverages,76,759,3,1,1,744661.51,40159.65,48,7,56.25,3858.35,53.06,47.76,75.44,1,2,66,1,0.064,1,High,2,0.999946
MRC04495,Food & Beverages,1,614,1,1,0,305462.85,16682.43,40,12,10.0,1897.28,6.49,10.25,60.33,0,0,10,4,0.815,0,Low,2,2.8895258e-05
MRC04496,Small Mfg,21,698,1,1,0,2139186.79,77916.4,44,15,-2.27,12085.8,9.93,9.51,57.73,0,1,10,4,0.703,0,Low,4,0.0001451039
MRC04497,Agri-Allied,83,653,2,0,1,564324.65,46917.37,54,20,-11.11,2600.57,9.27,-2.83,0.0,29,0,1,3,0.75,0,Low,0,4.8724294e-05
MRC04498,Retail Trader,21,637,2,1,1,494011.45,16055.88,49,18,-10.2,2507.67,7.53,2.81,68.47,41,0,10,4,0.891,0,Low,3,4.1969455e-05
MRC04499,Retail Trader,52,833,1,0,1,496660.94,27375.48,45,14,6.67,2743.98,10.29,8.89,0.0,30,2,5,4,0.366,0,Low,3,0.0007349117
MRC04500,Textile & Apparel,82,534,1,1,1,648104.17,53629.66,48,14,12.5,3358.05,15.68,-3.23,32.04,24,0,1,4,0.765,0,Low,6,0.000104835075
MRC04501,Small Mfg,43,753,2,0,1,441452.52,63784.34,45,15,0.0,2438.96,23.99,-0.95,0.0,23,1,11,5,0.478,0,Low,4,8.956704e-05
MRC04502,Agri-Allied,52,702,1,1,1,262628.45,38158.78,44,3,79.55,1483.78,54.15,18.16,79.92,7,1,58,1,0.189,1,High,0,0.99499583
MRC04503,Textile & Apparel,67,611,2,0,0,2390520.93,278940.88,46,16,-4.35,12921.73,10.43,-6.74,0.0,0,0,11,4,0.931,0,Low,6,4.8693637e-05
MRC04504,Retail Trader,113,780,2,0,1,344926.26,24352.66,40,14,-5.0,2142.4,6.32,5.26,0.0,29,0,0,4,0.844,0,Low,3,9.50853e-05
MRC04505,Agri-Allied,44,502,1,0,1,460361.84,60984.58,36,13,-8.33,3174.91,24.91,2.42,0.0,33,1,0,5,0.525,0,Low,0,9.248214e-05
MRC04506,Textile & Apparel,32,608,3,1,1,1221128.63,163398.31,53,17,3.77,5733.0,14.53,-5.79,62.54,22,0,3,4,0.7,0,Low,6,5.3637417e-05
MRC04507,Food & Beverages,10,553,1,0,1,1069272.96,147907.89,49,6,63.27,5427.78,66.44,17.75,0.0,5,2,79,2,0.137,1,High,2,0.9995863
MRC04508,Retail Trader,64,682,2,1,1,249664.76,25766.22,40,4,70.0,1550.71,50.88,23.48,80.08,8,2,21,1,0.049,1,High,3,0.99761546
MRC04509,Small Mfg,104,560,2,1,1,1804832.47,83442.93,49,17,-4.08,9161.59,22.73,8.74,44.61,24,0,8,4,0.455,0,Low,4,0.00011787457
MRC04510,Construction,79,684,4,1,0,1390542.35,44275.56,55,9,50.91,6292.05,67.39,21.89,99.56,0,2,62,2,0.004,1,High,1,0.99986625
MRC04511,Retail Trader,69,635,2,0,1,903083.05,125457.03,40,13,2.5,5609.21,17.44,0.06,0.0,32,0,11,5,0.833,0,Low,3,5.2287756e-05
MRC04512,Agri-Allied,68,611,2,1,1,434703.64,11833.07,32,11,-3.12,3369.8,15.71,-4.03,33.45,28,1,3,4,0.786,0,Low,0,5.2591302e-05
MRC04513,Retail Trader,28,681,1,1,0,447719.94,26176.26,54,4,77.78,2063.23,51.59,21.16,81.73,0,1,55,2,0.026,1,High,3,0.9969618
MRC04514,Small Mfg,53,628,2,1,0,572543.2,47695.73,44,14,4.55,3234.71,20.28,2.79,44.35,0,1,0,4,0.973,0,Low,4,5.11296e-05
MRC04515,Agri-Allied,116,562,2,1,1,166342.08,3802.08,40,12,10.0,1033.18,6.1,14.57,44.94,38,0,2,3,0.683,0,Low,0,0.00016339007
MRC04516,Textile & Apparel,51,874,1,1,1,695841.97,95955.63,46,15,2.17,3761.31,12.25,9.32,41.93,26,0,0,5,0.728,0,Low,6,0.00010428371
